GP_ID,GP_Name,Block,District,State,Overall_PAI_Score,Overall_Grade,Overall_Category,T1_Poverty_Free_Score,T1_Poverty_Free_Grade,T1_Poverty_Free_Category,T2_Healthy_Score,T2_Healthy_Grade,T2_Healthy_Category,T3_Child_Friendly_Score,T3_Child_Friendly_Grade,T3_Child_Friendly_Category,T4_Water_Sufficient_Score,T4_Water_Sufficient_Grade,T4_Water_Sufficient_Category,T5_Clean_Green_Score,T5_Clean_Green_Grade,T5_Clean_Green_Category,T6_Self_Sufficient_Score,T6_Self_Sufficient_Grade,T6_Self_Sufficient_Category,T7_Socially_Just_Score,T7_Socially_Just_Grade,T7_Socially_Just_Category,T8_Good_Governance_Score,T8_Good_Governance_Grade,T8_Good_Governance_Category,T9_Women_Friendly_Score,T9_Women_Friendly_Grade,T9_Women_Friendly_Category
19781,Majri,Morinda [336],Rupnagar,Punjab,64.51,B,Performer,64.84,B,Performer,75.56,A,Front Runner,73.33,B,Performer,69.25,B,Performer,47.32,C,Aspirant,71.11,B,Performer,72.78,B,Performer,66.52,B,Performer,47.71,C,Aspirant
19752,Behdali,Morinda [336],Rupnagar,Punjab,64.34,B,Performer,61.82,B,Performer,85.05,A,Front Runner,67.03,B,Performer,72.85,B,Performer,50.73,C,Aspirant,72.22,B,Performer,74.63,B,Performer,68.21,B,Performer,39.46,D,Beginner
19798,Sakho Majra,Morinda [336],Rupnagar,Punjab,64.3,B,Performer,67.47,B,Performer,86.24,A,Front Runner,81.95,A,Front Runner,71.17,B,Performer,38.54,D,Beginner,65.56,B,Performer,75.37,A,Front Runner,66.52,B,Performer,43.72,C,Aspirant
19802,Sarhana,Morinda [336],Rupnagar,Punjab,64.08,B,Performer,63.86,B,Performer,89.45,A,Front Runner,65.56,B,Performer,67.61,B,Performer,60.29,B,Performer,57.78,C,Aspirant,76.61,A,Front Runner,59.88,C,Aspirant,45.02,C,Aspirant
19763,Chhota Samana,Morinda [336],Rupnagar,Punjab,63.99,B,Performer,76.45,A,Front Runner,81.86,A,Front Runner,50.14,C,Aspirant,68.0,B,Performer,50.03,C,Aspirant,71.11,B,Performer,72.34,B,Performer,70.87,B,Performer,46.24,C,Aspirant
19773,Kakrali,Morinda [336],Rupnagar,Punjab,63.48,B,Performer,67.56,B,Performer,79.89,A,Front Runner,73.51,B,Performer,58.16,C,Aspirant,50.4,C,Aspirant,60.0,B,Performer,76.32,A,Front Runner,55.22,C,Aspirant,56.94,C,Aspirant
19745,Arnouli,Morinda [336],Rupnagar,Punjab,63.47,B,Performer,59.32,C,Aspirant,78.13,A,Front Runner,64.87,B,Performer,76.5,A,Front Runner,57.21,C,Aspirant,61.11,B,Performer,66.74,B,Performer,56.44,C,Aspirant,55.2,C,Aspirant
19760,Charheri,Morinda [336],Rupnagar,Punjab,63.23,B,Performer,73.96,B,Performer,75.97,A,Front Runner,61.81,B,Performer,67.23,B,Performer,53.08,C,Aspirant,68.89,B,Performer,75.35,A,Front Runner,65.73,B,Performer,38.23,D,Beginner
19747,Bamnara,Morinda [336],Rupnagar,Punjab,63.2,B,Performer,55.51,C,Aspirant,83.51,A,Front Runner,77.79,A,Front Runner,78.0,A,Front Runner,52.94,C,Aspirant,60.56,B,Performer,67.93,B,Performer,51.68,C,Aspirant,50.79,C,Aspirant
19786,Mundian,Morinda [336],Rupnagar,Punjab,62.81,B,Performer,55.93,C,Aspirant,83.03,A,Front Runner,67.94,B,Performer,71.39,B,Performer,54.87,C,Aspirant,63.33,B,Performer,69.9,B,Performer,60.74,B,Performer,45.76,C,Aspirant
19749,Bangian,Morinda [336],Rupnagar,Punjab,62.38,B,Performer,72.3,B,Performer,88.19,A,Front Runner,71.9,B,Performer,67.03,B,Performer,49.35,C,Aspirant,52.22,C,Aspirant,77.69,A,Front Runner,53.48,C,Aspirant,43.45,C,Aspirant
19780,Lutheri,Morinda [336],Rupnagar,Punjab,62.36,B,Performer,57.04,C,Aspirant,55.11,C,Aspirant,76.0,A,Front Runner,62.21,B,Performer,56.75,C,Aspirant,65.56,B,Performer,67.35,B,Performer,63.75,B,Performer,60.05,B,Performer
19746,Ballan,Morinda [336],Rupnagar,Punjab,62.3,B,Performer,74.94,B,Performer,83.23,A,Front Runner,72.8,B,Performer,75.56,A,Front Runner,58.57,C,Aspirant,55.56,C,Aspirant,76.94,A,Front Runner,31.74,D,Beginner,51.83,C,Aspirant
19797,Saheri,Morinda [336],Rupnagar,Punjab,62.22,B,Performer,62.01,B,Performer,82.84,A,Front Runner,61.0,B,Performer,77.58,A,Front Runner,49.73,C,Aspirant,65.56,B,Performer,74.16,B,Performer,57.83,C,Aspirant,41.09,C,Aspirant
19770,Gopalpur,Morinda [336],Rupnagar,Punjab,61.71,B,Performer,73.21,B,Performer,71.56,B,Performer,69.37,B,Performer,59.87,C,Aspirant,60.33,B,Performer,46.67,C,Aspirant,76.68,A,Front Runner,55.22,C,Aspirant,50.02,C,Aspirant
19769,Fatehgarh,Morinda [336],Rupnagar,Punjab,61.65,B,Performer,70.41,B,Performer,82.21,A,Front Runner,70.71,B,Performer,60.55,B,Performer,38.02,D,Beginner,52.22,C,Aspirant,76.09,A,Front Runner,62.17,B,Performer,55.26,C,Aspirant
19776,Kanjla,Morinda [336],Rupnagar,Punjab,61.27,B,Performer,68.98,B,Performer,86.1,A,Front Runner,71.57,B,Performer,58.0,C,Aspirant,48.89,C,Aspirant,52.22,C,Aspirant,74.53,B,Performer,53.48,C,Aspirant,48.5,C,Aspirant
19744,Amrali,Morinda [336],Rupnagar,Punjab,60.17,B,Performer,74.67,B,Performer,59.61,C,Aspirant,66.82,B,Performer,64.94,B,Performer,50.8,C,Aspirant,54.07,C,Aspirant,73.63,B,Performer,55.57,C,Aspirant,47.63,C,Aspirant
19748,Ban Majra,Morinda [336],Rupnagar,Punjab,60.0,B,Performer,59.96,C,Aspirant,68.25,B,Performer,52.42,C,Aspirant,64.44,B,Performer,62.85,B,Performer,59.82,C,Aspirant,68.93,B,Performer,57.83,C,Aspirant,48.64,C,Aspirant
19787,Nathmalpur,Morinda [336],Rupnagar,Punjab,59.99,C,Aspirant,67.56,B,Performer,84.94,A,Front Runner,61.37,B,Performer,63.0,B,Performer,49.11,C,Aspirant,43.89,C,Aspirant,76.07,A,Front Runner,51.4,C,Aspirant,53.79,C,Aspirant
19782,Marauli Kalan,Morinda [336],Rupnagar,Punjab,59.69,C,Aspirant,77.07,A,Front Runner,83.3,A,Front Runner,62.52,B,Performer,55.22,C,Aspirant,50.29,C,Aspirant,53.33,C,Aspirant,77.52,A,Front Runner,40.11,C,Aspirant,52.07,C,Aspirant
19753,Bhagowal,Morinda [336],Rupnagar,Punjab,59.65,C,Aspirant,70.67,B,Performer,78.13,A,Front Runner,73.85,B,Performer,71.14,B,Performer,49.87,C,Aspirant,44.44,C,Aspirant,76.11,A,Front Runner,53.48,C,Aspirant,36.51,D,Beginner
19789,Paprali,Morinda [336],Rupnagar,Punjab,59.63,C,Aspirant,61.89,B,Performer,83.24,A,Front Runner,75.56,A,Front Runner,58.0,C,Aspirant,48.89,C,Aspirant,57.78,C,Aspirant,73.88,B,Performer,53.48,C,Aspirant,37.8,D,Beginner
19791,Ramgarh Manda,Morinda [336],Rupnagar,Punjab,59.32,C,Aspirant,47.17,C,Aspirant,75.84,A,Front Runner,66.29,B,Performer,68.74,B,Performer,53.89,C,Aspirant,68.89,B,Performer,72.06,B,Performer,57.83,C,Aspirant,36.05,D,Beginner
19801,Sangatpur,Morinda [336],Rupnagar,Punjab,59.29,C,Aspirant,61.47,B,Performer,67.78,B,Performer,60.91,B,Performer,64.13,B,Performer,69.75,B,Performer,44.44,C,Aspirant,75.83,A,Front Runner,52.44,C,Aspirant,45.15,C,Aspirant
19804,Sotal,Morinda [336],Rupnagar,Punjab,58.76,C,Aspirant,66.46,B,Performer,59.47,C,Aspirant,60.56,B,Performer,76.83,A,Front Runner,37.95,D,Beginner,72.96,B,Performer,75.99,A,Front Runner,70.87,B,Performer,30.45,D,Beginner
19757,Boothgarh,Morinda [336],Rupnagar,Punjab,58.63,C,Aspirant,66.66,B,Performer,76.5,A,Front Runner,50.07,C,Aspirant,64.44,B,Performer,65.01,B,Performer,44.44,C,Aspirant,70.18,B,Performer,54.13,C,Aspirant,45.35,C,Aspirant
19779,Kotli,Morinda [336],Rupnagar,Punjab,58.55,C,Aspirant,65.95,B,Performer,81.35,A,Front Runner,61.35,B,Performer,64.56,B,Performer,52.84,C,Aspirant,41.67,C,Aspirant,75.66,A,Front Runner,53.48,C,Aspirant,42.71,C,Aspirant
19767,Doom Cheri,Morinda [336],Rupnagar,Punjab,58.38,C,Aspirant,61.94,B,Performer,59.63,C,Aspirant,58.72,C,Aspirant,58.19,C,Aspirant,56.5,C,Aspirant,61.11,B,Performer,75.79,A,Front Runner,57.83,C,Aspirant,41.22,C,Aspirant
19758,Chaklan,Morinda [336],Rupnagar,Punjab,58.09,C,Aspirant,53.15,C,Aspirant,82.66,A,Front Runner,61.88,B,Performer,55.9,C,Aspirant,43.53,C,Aspirant,65.56,B,Performer,66.19,B,Performer,51.55,C,Aspirant,50.87,C,Aspirant
19772,Kajouli,Morinda [336],Rupnagar,Punjab,56.64,C,Aspirant,65.75,B,Performer,57.72,C,Aspirant,48.91,C,Aspirant,61.82,B,Performer,52.94,C,Aspirant,55.56,C,Aspirant,75.32,A,Front Runner,52.4,C,Aspirant,45.03,C,Aspirant
19783,Marauli Khurd,Morinda [336],Rupnagar,Punjab,54.07,C,Aspirant,73.84,B,Performer,79.92,A,Front Runner,69.15,B,Performer,67.03,B,Performer,48.63,C,Aspirant,44.44,C,Aspirant,76.32,A,Front Runner,19.73,D,Beginner,44.37,C,Aspirant
19778,Kotla,Morinda [336],Rupnagar,Punjab,51.45,C,Aspirant,33.09,D,Beginner,74.0,B,Performer,35.0,D,Beginner,61.47,B,Performer,61.62,B,Performer,46.25,C,Aspirant,64.55,B,Performer,53.48,C,Aspirant,48.72,C,Aspirant
19756,Boor Majra,Morinda [336],Rupnagar,Punjab,49.4,C,Aspirant,57.52,C,Aspirant,60.27,B,Performer,56.91,C,Aspirant,74.0,B,Performer,39.3,D,Beginner,34.63,D,Beginner,70.0,B,Performer,26.39,D,Beginner,47.69,C,Aspirant
19790,Ram Garh,Morinda [336],Rupnagar,Punjab,48.82,C,Aspirant,44.57,C,Aspirant,71.25,B,Performer,77.37,A,Front Runner,64.0,B,Performer,43.47,C,Aspirant,47.22,C,Aspirant,65.1,B,Performer,18.7,D,Beginner,40.08,C,Aspirant
19860,Golu Majra (Dhamana ),Nurpur Bedi [337],Rupnagar,Punjab,69.73,B,Performer,80.66,A,Front Runner,71.67,B,Performer,74.0,B,Performer,79.13,A,Front Runner,46.47,C,Aspirant,70.0,B,Performer,84.17,A,Front Runner,55.73,C,Aspirant,75.48,A,Front Runner
19937,Tiba Tapprian,Nurpur Bedi [337],Rupnagar,Punjab,68.86,B,Performer,77.04,A,Front Runner,85.92,A,Front Runner,81.73,A,Front Runner,65.74,B,Performer,58.66,C,Aspirant,63.33,B,Performer,80.41,A,Front Runner,56.44,C,Aspirant,58.02,C,Aspirant
19910,Rajgiri,Nurpur Bedi [337],Rupnagar,Punjab,68.02,B,Performer,77.36,A,Front Runner,85.38,A,Front Runner,68.74,B,Performer,78.0,A,Front Runner,60.81,B,Performer,52.22,C,Aspirant,76.94,A,Front Runner,60.61,B,Performer,59.42,C,Aspirant
19861,Gopalpur,Nurpur Bedi [337],Rupnagar,Punjab,63.65,B,Performer,65.97,B,Performer,81.75,A,Front Runner,69.02,B,Performer,70.5,B,Performer,43.02,C,Aspirant,55.29,C,Aspirant,81.94,A,Front Runner,66.63,B,Performer,50.33,C,Aspirant
19876,Kangar,Nurpur Bedi [337],Rupnagar,Punjab,63.46,B,Performer,67.12,B,Performer,79.32,A,Front Runner,69.93,B,Performer,67.24,B,Performer,52.94,C,Aspirant,44.44,C,Aspirant,80.3,A,Front Runner,62.48,B,Performer,56.47,C,Aspirant
19926,Saupur,Nurpur Bedi [337],Rupnagar,Punjab,63.02,B,Performer,68.75,B,Performer,86.31,A,Front Runner,64.98,B,Performer,69.29,B,Performer,48.19,C,Aspirant,46.67,C,Aspirant,75.31,A,Front Runner,62.17,B,Performer,55.74,C,Aspirant
19892,Mawa,Nurpur Bedi [337],Rupnagar,Punjab,62.99,B,Performer,77.26,A,Front Runner,77.89,A,Front Runner,72.18,B,Performer,49.19,C,Aspirant,58.52,C,Aspirant,45.56,C,Aspirant,75.61,A,Front Runner,57.83,C,Aspirant,62.7,B,Performer
19895,Mukari,Nurpur Bedi [337],Rupnagar,Punjab,62.99,B,Performer,68.25,B,Performer,80.77,A,Front Runner,83.11,A,Front Runner,64.71,B,Performer,57.64,C,Aspirant,36.67,D,Beginner,80.67,A,Front Runner,55.73,C,Aspirant,55.43,C,Aspirant
19833,Bhaini,Nurpur Bedi [337],Rupnagar,Punjab,62.84,B,Performer,69.86,B,Performer,78.5,A,Front Runner,62.01,B,Performer,71.38,B,Performer,49.64,C,Aspirant,50.0,C,Aspirant,75.59,A,Front Runner,60.61,B,Performer,55.38,C,Aspirant
19900,Nangal,Nurpur Bedi [337],Rupnagar,Punjab,62.7,B,Performer,69.6,B,Performer,80.46,A,Front Runner,74.1,B,Performer,58.33,C,Aspirant,55.47,C,Aspirant,44.12,C,Aspirant,72.14,B,Performer,60.2,B,Performer,58.24,C,Aspirant
19875,Kalwan,Nurpur Bedi [337],Rupnagar,Punjab,62.66,B,Performer,64.15,B,Performer,91.04,A+,Achiever,80.0,A,Front Runner,43.72,C,Aspirant,55.49,C,Aspirant,47.78,C,Aspirant,76.93,A,Front Runner,63.9,B,Performer,55.97,C,Aspirant
19822,Barari,Nurpur Bedi [337],Rupnagar,Punjab,62.4,B,Performer,64.76,B,Performer,89.78,A,Front Runner,82.96,A,Front Runner,78.0,A,Front Runner,49.41,C,Aspirant,50.59,C,Aspirant,78.01,A,Front Runner,30.73,D,Beginner,63.61,B,Performer
19869,Jhaj,Nurpur Bedi [337],Rupnagar,Punjab,62.36,B,Performer,63.72,B,Performer,79.6,A,Front Runner,81.01,A,Front Runner,57.74,C,Aspirant,59.94,C,Aspirant,38.89,D,Beginner,75.57,A,Front Runner,62.17,B,Performer,54.9,C,Aspirant
19808,Abadi Gharatian,Nurpur Bedi [337],Rupnagar,Punjab,62.01,B,Performer,76.87,A,Front Runner,85.83,A,Front Runner,74.0,B,Performer,59.15,C,Aspirant,45.31,C,Aspirant,30.67,D,Beginner,80.77,A,Front Runner,57.83,C,Aspirant,72.37,B,Performer
19933,Tapprian,Nurpur Bedi [337],Rupnagar,Punjab,61.89,B,Performer,73.82,B,Performer,87.03,A,Front Runner,75.57,A,Front Runner,42.74,C,Aspirant,45.34,C,Aspirant,47.65,C,Aspirant,78.88,A,Front Runner,57.83,C,Aspirant,65.13,B,Performer
245187,Bathlaur Khad Hethla Hd 521,Nurpur Bedi [337],Rupnagar,Punjab,61.74,B,Performer,74.52,B,Performer,74.91,B,Performer,65.89,B,Performer,79.61,A,Front Runner,49.11,C,Aspirant,38.13,D,Beginner,77.28,A,Front Runner,51.56,C,Aspirant,59.68,C,Aspirant
19840,Bhogipur,Nurpur Bedi [337],Rupnagar,Punjab,61.72,B,Performer,68.94,B,Performer,78.0,A,Front Runner,74.62,B,Performer,65.2,B,Performer,52.63,C,Aspirant,55.56,C,Aspirant,70.72,B,Performer,50.63,C,Aspirant,47.44,C,Aspirant
19851,Dhirpur,Nurpur Bedi [337],Rupnagar,Punjab,61.51,B,Performer,72.9,B,Performer,79.55,A,Front Runner,69.87,B,Performer,54.0,C,Aspirant,60.53,B,Performer,42.22,C,Aspirant,80.6,A,Front Runner,53.48,C,Aspirant,52.31,C,Aspirant
19877,Kartarpur,Nurpur Bedi [337],Rupnagar,Punjab,61.27,B,Performer,63.21,B,Performer,89.19,A,Front Runner,74.66,B,Performer,61.94,B,Performer,47.83,C,Aspirant,44.44,C,Aspirant,75.75,A,Front Runner,52.28,C,Aspirant,55.42,C,Aspirant
19896,Munne,Nurpur Bedi [337],Rupnagar,Punjab,61.27,B,Performer,73.29,B,Performer,85.32,A,Front Runner,66.46,B,Performer,59.31,C,Aspirant,49.56,C,Aspirant,36.67,D,Beginner,77.71,A,Front Runner,57.83,C,Aspirant,60.47,B,Performer
19850,Dhamana,Nurpur Bedi [337],Rupnagar,Punjab,61.19,B,Performer,66.43,B,Performer,74.79,B,Performer,74.0,B,Performer,52.61,C,Aspirant,53.21,C,Aspirant,53.75,C,Aspirant,75.33,A,Front Runner,53.48,C,Aspirant,53.99,C,Aspirant
19839,Bhatton,Nurpur Bedi [337],Rupnagar,Punjab,61.19,B,Performer,66.64,B,Performer,75.01,A,Front Runner,71.71,B,Performer,72.54,B,Performer,41.86,C,Aspirant,55.56,C,Aspirant,80.63,A,Front Runner,46.63,C,Aspirant,52.91,C,Aspirant
277839,Nurpur Kalan,Nurpur Bedi [337],Rupnagar,Punjab,61.01,B,Performer,72.69,B,Performer,89.5,A,Front Runner,60.56,B,Performer,58.7,C,Aspirant,40.14,C,Aspirant,42.96,C,Aspirant,80.67,A,Front Runner,64.78,B,Performer,56.19,C,Aspirant
19818,Bains,Nurpur Bedi [337],Rupnagar,Punjab,60.99,B,Performer,74.46,B,Performer,81.32,A,Front Runner,74.53,B,Performer,59.17,C,Aspirant,42.32,C,Aspirant,42.22,C,Aspirant,77.35,A,Front Runner,60.61,B,Performer,52.21,C,Aspirant
19924,Sarthali,Nurpur Bedi [337],Rupnagar,Punjab,60.86,B,Performer,77.99,A,Front Runner,85.83,A,Front Runner,76.25,A,Front Runner,57.5,C,Aspirant,32.01,D,Beginner,50.0,C,Aspirant,80.82,A,Front Runner,54.48,C,Aspirant,55.36,C,Aspirant
19913,Raoli,Nurpur Bedi [337],Rupnagar,Punjab,60.8,B,Performer,70.16,B,Performer,78.36,A,Front Runner,77.97,A,Front Runner,59.79,C,Aspirant,48.97,C,Aspirant,37.22,D,Beginner,80.04,A,Front Runner,55.57,C,Aspirant,54.61,C,Aspirant
19897,Mussapur,Nurpur Bedi [337],Rupnagar,Punjab,60.76,B,Performer,66.28,B,Performer,74.49,B,Performer,73.04,B,Performer,60.24,B,Performer,60.5,B,Performer,36.67,D,Beginner,80.93,A,Front Runner,54.48,C,Aspirant,53.12,C,Aspirant
19884,Kumbewal,Nurpur Bedi [337],Rupnagar,Punjab,60.57,B,Performer,75.61,A,Front Runner,88.67,A,Front Runner,70.77,B,Performer,54.55,C,Aspirant,42.97,C,Aspirant,45.56,C,Aspirant,81.88,A,Front Runner,51.4,C,Aspirant,51.43,C,Aspirant
19929,Simbal Majra,Nurpur Bedi [337],Rupnagar,Punjab,60.44,B,Performer,70.89,B,Performer,84.2,A,Front Runner,65.09,B,Performer,61.39,B,Performer,32.01,D,Beginner,53.89,C,Aspirant,80.62,A,Front Runner,66.33,B,Performer,48.92,C,Aspirant
19837,Bhatlaur Khad,Nurpur Bedi [337],Rupnagar,Punjab,60.24,B,Performer,58.26,C,Aspirant,87.71,A,Front Runner,72.86,B,Performer,64.54,B,Performer,45.41,C,Aspirant,35.29,D,Beginner,73.44,B,Performer,53.48,C,Aspirant,69.06,B,Performer
19810,Abiana Kalan,Nurpur Bedi [337],Rupnagar,Punjab,60.08,B,Performer,74.43,B,Performer,79.26,A,Front Runner,82.78,A,Front Runner,48.84,C,Aspirant,44.6,C,Aspirant,36.67,D,Beginner,80.14,A,Front Runner,53.48,C,Aspirant,61.0,B,Performer
19931,Sukhe Majra,Nurpur Bedi [337],Rupnagar,Punjab,59.98,C,Aspirant,73.07,B,Performer,85.26,A,Front Runner,64.09,B,Performer,58.16,C,Aspirant,45.19,C,Aspirant,43.33,C,Aspirant,81.55,A,Front Runner,54.48,C,Aspirant,49.77,C,Aspirant
19921,Sandoya,Nurpur Bedi [337],Rupnagar,Punjab,59.95,C,Aspirant,66.5,B,Performer,84.6,A,Front Runner,66.85,B,Performer,74.0,B,Performer,49.52,C,Aspirant,31.11,D,Beginner,75.63,A,Front Runner,56.44,C,Aspirant,54.62,C,Aspirant
19820,Balewal,Nurpur Bedi [337],Rupnagar,Punjab,59.76,C,Aspirant,67.45,B,Performer,81.89,A,Front Runner,68.69,B,Performer,61.67,B,Performer,40.95,C,Aspirant,30.74,D,Beginner,83.68,A,Front Runner,70.87,B,Performer,55.69,C,Aspirant
19885,Lakhno 401,Nurpur Bedi [337],Rupnagar,Punjab,59.71,C,Aspirant,65.26,B,Performer,86.0,A,Front Runner,68.89,B,Performer,54.61,C,Aspirant,38.36,D,Beginner,48.24,C,Aspirant,77.69,A,Front Runner,51.4,C,Aspirant,61.85,B,Performer
19830,Basali,Nurpur Bedi [337],Rupnagar,Punjab,59.59,C,Aspirant,67.9,B,Performer,89.56,A,Front Runner,72.56,B,Performer,64.0,B,Performer,50.57,C,Aspirant,28.89,D,Beginner,79.63,A,Front Runner,56.44,C,Aspirant,51.06,C,Aspirant
19936,Tiba Nangal,Nurpur Bedi [337],Rupnagar,Punjab,59.37,C,Aspirant,67.43,B,Performer,77.57,A,Front Runner,78.06,A,Front Runner,64.99,B,Performer,22.63,D,Beginner,50.56,C,Aspirant,80.89,A,Front Runner,66.52,B,Performer,56.08,C,Aspirant
19883,Keema Bas Khad Rajgiri 518,Nurpur Bedi [337],Rupnagar,Punjab,59.18,C,Aspirant,52.78,C,Aspirant,87.08,A,Front Runner,74.0,B,Performer,56.96,C,Aspirant,43.94,C,Aspirant,40.67,C,Aspirant,73.85,B,Performer,53.48,C,Aspirant,65.09,B,Performer
19811,Abiana Khurd,Nurpur Bedi [337],Rupnagar,Punjab,58.99,C,Aspirant,71.19,B,Performer,78.14,A,Front Runner,65.81,B,Performer,50.0,C,Aspirant,57.6,C,Aspirant,38.89,D,Beginner,82.78,A,Front Runner,50.69,C,Aspirant,50.28,C,Aspirant
19880,Khatana,Nurpur Bedi [337],Rupnagar,Punjab,58.96,C,Aspirant,68.2,B,Performer,83.67,A,Front Runner,67.14,B,Performer,61.43,B,Performer,45.73,C,Aspirant,33.89,D,Beginner,81.88,A,Front Runner,54.48,C,Aspirant,52.92,C,Aspirant
19814,Aulakh,Nurpur Bedi [337],Rupnagar,Punjab,58.87,C,Aspirant,64.3,B,Performer,80.95,A,Front Runner,70.33,B,Performer,59.69,C,Aspirant,43.43,C,Aspirant,42.22,C,Aspirant,74.41,B,Performer,55.73,C,Aspirant,51.13,C,Aspirant
19919,Samirowal,Nurpur Bedi [337],Rupnagar,Punjab,58.79,C,Aspirant,65.8,B,Performer,63.73,B,Performer,61.14,B,Performer,63.12,B,Performer,47.8,C,Aspirant,44.44,C,Aspirant,80.0,A,Front Runner,62.33,B,Performer,48.91,C,Aspirant
19918,Sakhpur,Nurpur Bedi [337],Rupnagar,Punjab,58.76,C,Aspirant,64.0,B,Performer,78.78,A,Front Runner,69.29,B,Performer,53.49,C,Aspirant,41.37,C,Aspirant,42.22,C,Aspirant,77.69,A,Front Runner,66.48,B,Performer,49.52,C,Aspirant
19893,Mirpur,Nurpur Bedi [337],Rupnagar,Punjab,58.62,C,Aspirant,71.59,B,Performer,78.75,A,Front Runner,65.81,B,Performer,72.38,B,Performer,49.56,C,Aspirant,28.89,D,Beginner,77.69,A,Front Runner,54.33,C,Aspirant,50.37,C,Aspirant
19848,Chehar Majra,Nurpur Bedi [337],Rupnagar,Punjab,58.44,C,Aspirant,60.41,B,Performer,82.89,A,Front Runner,64.81,B,Performer,51.88,C,Aspirant,52.89,C,Aspirant,38.82,D,Beginner,75.82,A,Front Runner,51.56,C,Aspirant,58.84,C,Aspirant
19846,Chandpur Asmani,Nurpur Bedi [337],Rupnagar,Punjab,58.4,C,Aspirant,62.44,B,Performer,85.43,A,Front Runner,63.19,B,Performer,78.0,A,Front Runner,40.87,C,Aspirant,53.33,C,Aspirant,71.0,B,Performer,43.94,C,Aspirant,44.22,C,Aspirant
19928,Sekhpur 411,Nurpur Bedi [337],Rupnagar,Punjab,58.36,C,Aspirant,72.31,B,Performer,75.78,A,Front Runner,60.33,B,Performer,59.61,C,Aspirant,49.02,C,Aspirant,27.06,D,Beginner,76.79,A,Front Runner,57.83,C,Aspirant,67.64,B,Performer
19894,Mothapur,Nurpur Bedi [337],Rupnagar,Punjab,58.17,C,Aspirant,75.59,A,Front Runner,73.49,B,Performer,72.23,B,Performer,63.84,B,Performer,39.98,D,Beginner,34.44,D,Beginner,80.67,A,Front Runner,49.13,C,Aspirant,54.58,C,Aspirant
19838,Bhatoli,Nurpur Bedi [337],Rupnagar,Punjab,57.97,C,Aspirant,55.15,C,Aspirant,85.73,A,Front Runner,67.46,B,Performer,41.11,C,Aspirant,43.44,C,Aspirant,53.33,C,Aspirant,74.94,B,Performer,55.42,C,Aspirant,58.59,C,Aspirant
19901,Nodhe Majra(Dhamana ),Nurpur Bedi [337],Rupnagar,Punjab,57.97,C,Aspirant,77.05,A,Front Runner,76.35,A,Front Runner,76.02,A,Front Runner,42.38,C,Aspirant,44.77,C,Aspirant,33.53,D,Beginner,79.76,A,Front Runner,49.13,C,Aspirant,66.35,B,Performer
19813,Aslatpur,Nurpur Bedi [337],Rupnagar,Punjab,57.89,C,Aspirant,66.89,B,Performer,78.46,A,Front Runner,61.37,B,Performer,64.0,B,Performer,49.82,C,Aspirant,36.67,D,Beginner,79.55,A,Front Runner,58.61,C,Aspirant,41.59,C,Aspirant
19871,Jhandian Khurd,Nurpur Bedi [337],Rupnagar,Punjab,57.85,C,Aspirant,78.57,A,Front Runner,76.34,A,Front Runner,67.4,B,Performer,45.95,C,Aspirant,42.34,C,Aspirant,37.06,D,Beginner,80.57,A,Front Runner,53.48,C,Aspirant,57.77,C,Aspirant
236662,Garh Dolian,Nurpur Bedi [337],Rupnagar,Punjab,57.65,C,Aspirant,56.8,C,Aspirant,83.89,A,Front Runner,72.53,B,Performer,53.21,C,Aspirant,50.63,C,Aspirant,45.56,C,Aspirant,75.01,A,Front Runner,38.9,D,Beginner,56.82,C,Aspirant
19889,Madhopur,Nurpur Bedi [337],Rupnagar,Punjab,57.64,C,Aspirant,73.17,B,Performer,78.29,A,Front Runner,76.91,A,Front Runner,48.89,C,Aspirant,42.94,C,Aspirant,39.44,D,Beginner,74.51,B,Performer,48.16,C,Aspirant,53.66,C,Aspirant
236663,Karura Khurd,Nurpur Bedi [337],Rupnagar,Punjab,57.38,C,Aspirant,65.36,B,Performer,80.32,A,Front Runner,67.75,B,Performer,47.09,C,Aspirant,48.76,C,Aspirant,32.06,D,Beginner,75.02,A,Front Runner,57.83,C,Aspirant,59.36,C,Aspirant
19831,Bassi,Nurpur Bedi [337],Rupnagar,Punjab,57.31,C,Aspirant,74.93,B,Performer,87.51,A,Front Runner,73.13,B,Performer,49.17,C,Aspirant,46.14,C,Aspirant,20.0,D,Beginner,78.54,A,Front Runner,56.44,C,Aspirant,69.14,B,Performer
19870,Jhandian Kalan,Nurpur Bedi [337],Rupnagar,Punjab,57.11,C,Aspirant,66.3,B,Performer,71.83,B,Performer,74.0,B,Performer,48.91,C,Aspirant,33.89,D,Beginner,41.25,C,Aspirant,79.29,A,Front Runner,53.48,C,Aspirant,63.21,B,Performer
19927,Shahpur Bela,Nurpur Bedi [337],Rupnagar,Punjab,57.02,C,Aspirant,52.7,C,Aspirant,88.0,A,Front Runner,74.44,B,Performer,59.85,C,Aspirant,53.96,C,Aspirant,24.71,D,Beginner,68.57,B,Performer,56.44,C,Aspirant,59.78,C,Aspirant
