VILLAGE_ID,VILLAGE_NAME_x,GP_ID,GP_NAME,BLOCK NAME,DISTRICT NAME,STATE NAME,TOTAL - COMMUNITY COMPOST PITS,TOTAL - VEHICLES FOR COLLECTION & TRANSPORTATION OF WASTE,TOTAL - WASTE COLLECTION AND SEGREGATION SHEDS IN THE VILLAGE,TOTAL - SEGREGATION BINS AT COMMUNITY PLACES IN THE VILLAGE,TOTAL - COMMUNITY BIO-GAS PLANTS - UNDER OTHER SCHEMES,TOTAL - COMPOST PITS,TOTAL - BIOGAS PLANTS,TOTAL - FEEDING TO CATTLE,TOTAL - HOUSEHOLD BINS,TOTAL - COMMUNITY SOAK/LEACH/MAGIC PITS,TOTAL - DRAINAGE FACILITY AVAILABLE IN VILLAGE,TOTAL - COMMUNITY GREY WATER MANAGEMENT SYSTEMS,TOTAL - LEACH PITS,TOTAL - MAGIC PITS,TOTAL - SOAK PITS,TOTAL - KITCHEN GARDEN,TOTAL - DUCKWEED POND,ODF DECLARATION STATUS,GP_Name,Block,District,State,Overall_PAI_Score,Overall_Grade,Overall_Category,T1_Poverty_Free_Score,T1_Poverty_Free_Grade,T1_Poverty_Free_Category,T2_Healthy_Score,T2_Healthy_Grade,T2_Healthy_Category,T3_Child_Friendly_Score,T3_Child_Friendly_Grade,T3_Child_Friendly_Category,T4_Water_Sufficient_Score,T4_Water_Sufficient_Grade,T4_Water_Sufficient_Category,T5_Clean_Green_Score,T5_Clean_Green_Grade,T5_Clean_Green_Category,T6_Self_Sufficient_Score,T6_Self_Sufficient_Grade,T6_Self_Sufficient_Category,T7_Socially_Just_Score,T7_Socially_Just_Grade,T7_Socially_Just_Category,T8_Good_Governance_Score,T8_Good_Governance_Grade,T8_Good_Governance_Category,T9_Women_Friendly_Score,T9_Women_Friendly_Grade,T9_Women_Friendly_Category,VILLAGE_NAME_y,PANCHAYAT_NAME,BLOCK_NAME,DISTRICT_NAME,STATE_NAME,TOTAL_POPULATION,SC_POPULATION,ST_POPULATION,GEN_POPULATION,NO._OF_HABITATIONS,IS_PWS_AVAILABLE,JJM_STATUS,HAR_GHAR_JAL_CERTIFICATE,TOTAL_HOUSEHOLDS,TOTAL_TAP_CONNECTIONS,State Name,District Name,Block Name,Panchayat Name,Total Registered HH,Total Registered Persons,SC HH,SC Persons,ST HH,ST Persons,Male Persons,Female Persons
37072,Nanhera,18599,NANHERA,SHAMBU KALAN ( 7337 ),PATIALA ( 41 ),Punjab ( 3 ),1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Nanhera,Shambu Kalan [7337],Patiala,Punjab,61.75,B,Performer,64.9,B,Performer,70.93,B,Performer,64.28,B,Performer,75.5,A,Front Runner,56.65,C,Aspirant,47.5,C,Aspirant,69.56,B,Performer,54.59,C,Aspirant,57.2,C,Aspirant,Nanhera,Nanhera,Shambu Kalan,Patiala,Punjab,2831.0,406.0,0.0,2425.0,2.0,Yes,Har ghar jal certified,Certificate by public health engineering department,565.0,565.0,PUNJAB,PATIALA,Shambu Kalan,NANHERA,207.0,270.0,43.0,59.0,0.0,0.0,143.0,127.0
37072,NANHERA,277565,NANHERA KHURD,SHAMBU KALAN ( 7337 ),PATIALA ( 41 ),Punjab ( 3 ),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,This village is NOT declared as ODF-Plus,Nanhera Khurd,Shambu Kalan [7337],Patiala,Punjab,57.14,C,Aspirant,60.08,B,Performer,75.71,A,Front Runner,55.95,C,Aspirant,66.0,B,Performer,42.54,C,Aspirant,43.33,C,Aspirant,77.65,A,Front Runner,59.85,C,Aspirant,45.1,C,Aspirant,Nanhera,Nanhera Khurd,Shambu Kalan,Patiala,Punjab,2831.0,406.0,0.0,2425.0,2.0,Yes,Har ghar jal certified,Certificate by public health engineering department,565.0,565.0,PUNJAB,PATIALA,Shambu Kalan,Nanhera Khurd,66.0,68.0,9.0,9.0,0.0,0.0,11.0,57.0
37056,Nepran,19079,NEPRAN,SHAMBU KALAN ( 7337 ),PATIALA ( 41 ),Punjab ( 3 ),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,Nepran,Shambu Kalan [7337],Patiala,Punjab,60.59,B,Performer,73.9,B,Performer,73.99,B,Performer,54.35,C,Aspirant,73.78,B,Performer,49.36,C,Aspirant,47.78,C,Aspirant,79.9,A,Front Runner,54.7,C,Aspirant,48.7,C,Aspirant,Nepran,Nepran,Shambu Kalan,Patiala,Punjab,1192.0,405.0,0.0,787.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,207.0,207.0,PUNJAB,PATIALA,Shambu Kalan,NEPRAN,86.0,116.0,34.0,55.0,0.0,0.0,50.0,66.0
37042,Niamatpur,19080,NIAMATPUR,SHAMBU KALAN ( 7337 ),PATIALA ( 41 ),Punjab ( 3 ),1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,Niamatpur,Shambu Kalan [7337],Patiala,Punjab,62.0,B,Performer,75.06,A,Front Runner,64.45,B,Performer,59.72,C,Aspirant,73.02,B,Performer,54.49,C,Aspirant,52.22,C,Aspirant,82.68,A,Front Runner,46.3,C,Aspirant,58.88,C,Aspirant,Niamatpur,Niamatpur,Shambu Kalan,Patiala,Punjab,1109.0,333.0,0.0,776.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,200.0,200.0,PUNJAB,PATIALA,Shambu Kalan,NIAMATPURA,124.0,169.0,63.0,84.0,0.0,0.0,66.0,103.0
36940,Nogawan,18605,NOGAWAN,SHAMBU KALAN ( 7337 ),PATIALA ( 41 ),Punjab ( 3 ),1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,Nogawan,Shambu Kalan [7337],Patiala,Punjab,60.07,B,Performer,59.26,C,Aspirant,82.35,A,Front Runner,57.92,C,Aspirant,74.31,B,Performer,69.48,B,Performer,50.0,C,Aspirant,60.14,B,Performer,52.39,C,Aspirant,44.29,C,Aspirant,,,,,,,,,,,,,,,,,,,,,,,,,,,
37075,NAUSHERA,18606,NOSHEHRA,SHAMBU KALAN ( 7337 ),PATIALA ( 41 ),Punjab ( 3 ),2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Noshehra,Shambu Kalan [7337],Patiala,Punjab,67.78,B,Performer,70.37,B,Performer,83.14,A,Front Runner,73.08,B,Performer,56.75,C,Aspirant,75.19,A,Front Runner,55.0,C,Aspirant,74.69,B,Performer,62.17,B,Performer,64.76,B,Performer,Naushera,Noshehra,Shambu Kalan,Patiala,Punjab,825.0,73.0,0.0,752.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,179.0,179.0,PUNJAB,PATIALA,Shambu Kalan,NOSEHRA,99.0,145.0,24.0,37.0,0.0,0.0,57.0,88.0
36979,Pabra,19082,PABRA,SHAMBU KALAN ( 7337 ),PATIALA ( 41 ),Punjab ( 3 ),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,Pabra,Shambu Kalan [7337],Patiala,Punjab,61.04,B,Performer,74.14,B,Performer,72.03,B,Performer,63.69,B,Performer,69.63,B,Performer,40.35,C,Aspirant,47.22,C,Aspirant,81.22,A,Front Runner,55.82,C,Aspirant,57.46,C,Aspirant,Pabra,Pabra,Shambu Kalan,Patiala,Punjab,1583.0,394.0,0.0,1189.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,263.0,263.0,PUNJAB,PATIALA,Shambu Kalan,PABRA,197.0,288.0,95.0,149.0,0.0,0.0,158.0,130.0
36980,Pabri,19083,PABRI,SHAMBU KALAN ( 7337 ),PATIALA ( 41 ),Punjab ( 3 ),1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,Pabri,Shambu Kalan [7337],Patiala,Punjab,64.66,B,Performer,78.1,A,Front Runner,85.14,A,Front Runner,74.08,B,Performer,67.3,B,Performer,45.85,C,Aspirant,50.0,C,Aspirant,81.88,A,Front Runner,53.67,C,Aspirant,59.16,C,Aspirant,Pabri,Pabri,Shambu Kalan,Patiala,Punjab,1664.0,499.0,0.0,1165.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,300.0,300.0,PUNJAB,PATIALA,Shambu Kalan,PABRI,315.0,618.0,130.0,244.0,0.0,0.0,298.0,320.0
37019,Pehar Kalan,19086,PEHAR KALAN,SHAMBU KALAN ( 7337 ),PATIALA ( 41 ),Punjab ( 3 ),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,,Pehar Kalan,Shambu Kalan [7337],Patiala,Punjab,59.28,C,Aspirant,73.14,B,Performer,83.65,A,Front Runner,73.09,B,Performer,72.61,B,Performer,40.82,C,Aspirant,33.33,D,Beginner,80.51,A,Front Runner,48.16,C,Aspirant,52.77,C,Aspirant,Pehar Kalan,Pehar Kalan,Shambu Kalan,Patiala,Punjab,1335.0,400.0,0.0,935.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,234.0,234.0,PUNJAB,PATIALA,Shambu Kalan,PEHIR KALAN,152.0,174.0,82.0,94.0,0.0,0.0,97.0,77.0
37018,Pehar Khurd,19085,Pehar Khurd,SHAMBU KALAN ( 7337 ),PATIALA ( 41 ),Punjab ( 3 ),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,,Pehar Khurd,Shambu Kalan [7337],Patiala,Punjab,57.74,C,Aspirant,68.68,B,Performer,74.92,B,Performer,55.8,C,Aspirant,77.56,A,Front Runner,36.52,D,Beginner,47.78,C,Aspirant,83.57,A,Front Runner,47.53,C,Aspirant,46.25,C,Aspirant,Pehar Khurd,Pehar Khurd,Shambu Kalan,Patiala,Punjab,727.0,218.0,0.0,509.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,110.0,110.0,PUNJAB,PATIALA,Shambu Kalan,PEHAR KHURD,72.0,88.0,6.0,6.0,0.0,0.0,53.0,35.0
37078,Rajgarh,18610,RAJGARH,SHAMBU KALAN ( 7337 ),PATIALA ( 41 ),Punjab ( 3 ),1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,Rajgarh,Shambu Kalan [7337],Patiala,Punjab,58.51,C,Aspirant,70.91,B,Performer,87.97,A,Front Runner,58.77,C,Aspirant,58.33,C,Aspirant,60.6,B,Performer,37.04,D,Beginner,76.73,A,Front Runner,43.35,C,Aspirant,50.33,C,Aspirant,Rajgarh,Rajgarh,Shambu Kalan,Patiala,Punjab,1756.0,464.0,0.0,1292.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,334.0,334.0,PUNJAB,PATIALA,Shambu Kalan,RAJGARH,183.0,226.0,96.0,120.0,0.0,0.0,107.0,119.0
37078,Rajgarh,18610,RAJGARH,SHAMBU KALAN ( 7337 ),PATIALA ( 41 ),Punjab ( 3 ),1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,Rajgarh,Shambu Kalan [7337],Patiala,Punjab,58.51,C,Aspirant,70.91,B,Performer,87.97,A,Front Runner,58.77,C,Aspirant,58.33,C,Aspirant,60.6,B,Performer,37.04,D,Beginner,76.73,A,Front Runner,43.35,C,Aspirant,50.33,C,Aspirant,Surajgarh,Surjgarh,Shambu Kalan,Patiala,Punjab,1041.0,364.0,0.0,677.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,205.0,205.0,PUNJAB,PATIALA,Shambu Kalan,SURAJGARH,86.0,115.0,53.0,71.0,0.0,0.0,45.0,70.0
37079,RAM NAGAR,18611,RAMNAGAR,SHAMBU KALAN ( 7337 ),PATIALA ( 41 ),Punjab ( 3 ),1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Ramnagar,Shambu Kalan [7337],Patiala,Punjab,61.82,B,Performer,61.39,B,Performer,83.06,A,Front Runner,74.0,B,Performer,74.54,B,Performer,71.0,B,Performer,31.25,D,Beginner,64.82,B,Performer,50.68,C,Aspirant,64.34,B,Performer,Ram Nagar Sainian,Ramnagar,Shambu Kalan,Patiala,Punjab,2250.0,554.0,0.0,1696.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,390.0,390.0,,,,,,,,,,,,
36986,Safdarpur,19096,SAFDARPUR,SHAMBU KALAN ( 7337 ),PATIALA ( 41 ),Punjab ( 3 ),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,Safdalpur,Shambu Kalan [7337],Patiala,Punjab,62.75,B,Performer,79.03,A,Front Runner,77.36,A,Front Runner,61.15,B,Performer,75.64,A,Front Runner,56.11,C,Aspirant,44.44,C,Aspirant,79.24,A,Front Runner,51.56,C,Aspirant,52.33,C,Aspirant,Safdarpur,Safdarpur,Shambu Kalan,Patiala,Punjab,,,,,,,,,,,PUNJAB,PATIALA,Shambu Kalan,SAFDALPUR,123.0,218.0,119.0,213.0,0.0,0.0,100.0,118.0
36956,Saidkheri,19097,SAID KHERI,SHAMBU KALAN ( 7337 ),PATIALA ( 41 ),Punjab ( 3 ),1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Said Kheri,Shambu Kalan [7337],Patiala,Punjab,66.67,B,Performer,76.31,A,Front Runner,82.76,A,Front Runner,73.06,B,Performer,70.1,B,Performer,51.83,C,Aspirant,47.06,C,Aspirant,79.45,A,Front Runner,58.45,C,Aspirant,71.08,B,Performer,,,,,,,,,,,,,,,,,,,,,,,,,,,
36977,Sehra,19100,SEHRA,SHAMBU KALAN ( 7337 ),PATIALA ( 41 ),Punjab ( 3 ),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,Sehra,Shambu Kalan [7337],Patiala,Punjab,66.67,B,Performer,81.03,A,Front Runner,81.92,A,Front Runner,80.63,A,Front Runner,63.0,B,Performer,47.8,C,Aspirant,53.33,C,Aspirant,78.68,A,Front Runner,62.17,B,Performer,61.91,B,Performer,Sehra,Sehra,Shambu Kalan,Patiala,Punjab,1551.0,542.0,0.0,1009.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,273.0,273.0,PUNJAB,PATIALA,Shambu Kalan,SEHRA,379.0,493.0,228.0,320.0,0.0,0.0,283.0,210.0
36976,SIHRI,19101,SEHRI,SHAMBU KALAN ( 7337 ),PATIALA ( 41 ),Punjab ( 3 ),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,,Sehri,Shambu Kalan [7337],Patiala,Punjab,66.31,B,Performer,77.55,A,Front Runner,78.06,A,Front Runner,74.0,B,Performer,67.75,B,Performer,44.61,C,Aspirant,53.75,C,Aspirant,75.7,A,Front Runner,66.52,B,Performer,67.6,B,Performer,Sehri,Sehri,Shambu Kalan,Patiala,Punjab,806.0,224.0,0.0,582.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,156.0,156.0,PUNJAB,PATIALA,Shambu Kalan,SEHRI,137.0,189.0,79.0,115.0,0.0,0.0,106.0,83.0
37076,SHAMBHOO KALAN,18628,SHAMBU KALAN,SHAMBU KALAN ( 7337 ),PATIALA ( 41 ),Punjab ( 3 ),3.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Shambu Kalan,Shambu Kalan [7337],Patiala,Punjab,63.36,B,Performer,68.94,B,Performer,73.5,B,Performer,74.0,B,Performer,55.59,C,Aspirant,70.35,B,Performer,43.75,C,Aspirant,80.99,A,Front Runner,43.99,C,Aspirant,72.01,B,Performer,Shambhu Kalan,Shambu Kalan,Shambu Kalan,Patiala,Punjab,4555.0,585.0,0.0,3970.0,2.0,Yes,Har ghar jal certified,Certificate by public health engineering department,650.0,650.0,PUNJAB,PATIALA,Shambu Kalan,SHAMBHU KALAN,127.0,140.0,70.0,80.0,0.0,0.0,69.0,71.0
36946,SHAMBHOO KHURD,18629,SHAMBU KHURD,SHAMBU KALAN ( 7337 ),PATIALA ( 41 ),Punjab ( 3 ),0.0,1.0,1.0,0.0,0.0,0.0,0.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Shambu Khurd,Shambu Kalan [7337],Patiala,Punjab,59.37,C,Aspirant,72.41,B,Performer,78.0,A,Front Runner,55.99,C,Aspirant,58.0,C,Aspirant,74.24,B,Performer,41.67,C,Aspirant,81.88,A,Front Runner,38.89,D,Beginner,50.75,C,Aspirant,SHAMBHU KHURD,Shambu Khurd,Shambu Kalan,Patiala,Punjab,665.0,350.0,0.0,315.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,141.0,141.0,PUNJAB,PATIALA,Shambu Kalan,SHAMBHU KHURD,107.0,193.0,68.0,137.0,0.0,0.0,90.0,103.0
37076,SHAMBHOO KALAN,244206,SHAMBU RAJPUTAN,SHAMBU KALAN ( 7337 ),PATIALA ( 41 ),Punjab ( 3 ),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,This village is NOT declared as ODF-Plus,Shambu Rajputan,Shambu Kalan [7337],Patiala,Punjab,56.39,C,Aspirant,67.47,B,Performer,68.42,B,Performer,59.27,C,Aspirant,58.13,C,Aspirant,52.13,C,Aspirant,27.65,D,Beginner,78.56,A,Front Runner,55.9,C,Aspirant,57.25,C,Aspirant,Shambhu Kalan,Shambu Rajputan,Shambu Kalan,Patiala,Punjab,4555.0,585.0,0.0,3970.0,2.0,Yes,Har ghar jal certified,Certificate by public health engineering department,650.0,650.0,PUNJAB,PATIALA,Shambu Kalan,SHAMBU RAJPUTTAN,122.0,142.0,60.0,67.0,0.0,0.0,54.0,88.0
36938,SUHRON,18635,SUHRON,SHAMBU KALAN ( 7337 ),PATIALA ( 41 ),Punjab ( 3 ),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,Suhron,Shambu Kalan [7337],Patiala,Punjab,57.75,C,Aspirant,71.81,B,Performer,75.35,A,Front Runner,51.22,C,Aspirant,67.04,B,Performer,44.4,C,Aspirant,55.56,C,Aspirant,56.13,C,Aspirant,60.06,B,Performer,46.24,C,Aspirant,Suron,Suhron,Shambu Kalan,Patiala,Punjab,2787.0,620.0,0.0,2167.0,2.0,Yes,Har ghar jal certified,Certificate by public health engineering department,519.0,519.0,PUNJAB,PATIALA,Shambu Kalan,SUHRON,161.0,216.0,86.0,122.0,0.0,0.0,74.0,142.0
37066,Surajgarh,19106,SURJ GARH,SHAMBU KALAN ( 7337 ),PATIALA ( 41 ),Punjab ( 3 ),1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,Surjgarh,Shambu Kalan [7337],Patiala,Punjab,61.25,B,Performer,70.17,B,Performer,84.09,A,Front Runner,57.72,C,Aspirant,67.9,B,Performer,56.81,C,Aspirant,47.78,C,Aspirant,67.69,B,Performer,54.87,C,Aspirant,52.07,C,Aspirant,,,,,,,,,,,,,,,,,,,,,,,,,,,
36978,TAKHTUMAJRA,19107,TAKHTU MAJRA,SHAMBU KALAN ( 7337 ),PATIALA ( 41 ),Punjab ( 3 ),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,,Takhtu Majra,Shambu Kalan [7337],Patiala,Punjab,60.73,B,Performer,73.76,B,Performer,82.03,A,Front Runner,60.37,B,Performer,63.0,B,Performer,46.86,C,Aspirant,50.0,C,Aspirant,78.01,A,Front Runner,56.44,C,Aspirant,47.31,C,Aspirant,,,,,,,,,,,,,,,,,,,,,,,,,,,
32799,Tehalpura,244400,TEHALPURA,SHAMBU KALAN ( 7337 ),PATIALA ( 41 ),Punjab ( 3 ),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,Tehalpura,Shambu Kalan [7337],Patiala,Punjab,62.31,B,Performer,81.61,A,Front Runner,89.8,A,Front Runner,64.53,B,Performer,68.73,B,Performer,34.89,D,Beginner,50.56,C,Aspirant,76.27,A,Front Runner,60.64,B,Performer,53.39,C,Aspirant,,,,,,,,,,,,,,,,,,,,,,,,,,,
37080,Tepla,18636,TEPLA,SHAMBU KALAN ( 7337 ),PATIALA ( 41 ),Punjab ( 3 ),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,Tepla,Shambu Kalan [7337],Patiala,Punjab,63.52,B,Performer,70.22,B,Performer,81.19,A,Front Runner,68.15,B,Performer,73.77,B,Performer,45.45,C,Aspirant,52.22,C,Aspirant,76.08,A,Front Runner,54.56,C,Aspirant,59.65,C,Aspirant,Tepla,Tepla,Shambu Kalan,Patiala,Punjab,3029.0,631.0,0.0,2398.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,552.0,552.0,PUNJAB,PATIALA,Shambu Kalan,TEPLA,260.0,386.0,116.0,175.0,0.0,0.0,190.0,196.0
37054,Thuha,19109,THUHA,SHAMBU KALAN ( 7337 ),PATIALA ( 41 ),Punjab ( 3 ),1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,Thuha,Shambu Kalan [7337],Patiala,Punjab,61.76,B,Performer,72.21,B,Performer,75.03,A,Front Runner,60.65,B,Performer,73.34,B,Performer,56.88,C,Aspirant,51.85,C,Aspirant,67.28,B,Performer,58.6,C,Aspirant,46.67,C,Aspirant,Thuha,Thuha,Shambu Kalan,Patiala,Punjab,2938.0,734.0,0.0,2204.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,522.0,522.0,PUNJAB,PATIALA,Shambu Kalan,THUHA,154.0,170.0,135.0,148.0,0.0,0.0,58.0,112.0
38388,Aggampur,19296,AGAMPUR EXCLUDING GRA,ANANDPUR SAHIB ( 332 ),RUPNAGAR ( 42 ),Punjab ( 3 ),1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,Agampur Excluding Gra,Anandpur Sahib [332],Rupnagar,Punjab,69.53,B,Performer,73.89,B,Performer,84.59,A,Front Runner,78.77,A,Front Runner,66.36,B,Performer,51.62,C,Aspirant,72.94,B,Performer,75.17,A,Front Runner,58.4,C,Aspirant,70.31,B,Performer,Aggampur,Agampur Excluding Gra,Anandpur Sahib,Rupnagar,Punjab,7723.0,1100.0,0.0,6623.0,4.0,Yes,Har ghar jal certified,Certificate by public health engineering department,1238.0,1238.0,PUNJAB,ROPAR,ANANDPUR SAHIB,AGAMPUR,286.0,394.0,139.0,200.0,0.0,0.0,225.0,169.0
38532,ALGRAN,19297,AHLGARAN,ANANDPUR SAHIB ( 332 ),RUPNAGAR ( 42 ),Punjab ( 3 ),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,Ahlgaran,Anandpur Sahib [332],Rupnagar,Punjab,56.24,C,Aspirant,62.78,B,Performer,69.19,B,Performer,59.23,C,Aspirant,78.0,A,Front Runner,49.37,C,Aspirant,41.11,C,Aspirant,73.85,B,Performer,44.78,C,Aspirant,41.8,C,Aspirant,Algran,Ahlgaran,Anandpur Sahib,Rupnagar,Punjab,450.0,56.0,0.0,394.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,140.0,140.0,,,,,,,,,,,,
38577,AJAULI,19298,AJAULI,ANANDPUR SAHIB ( 332 ),RUPNAGAR ( 42 ),Punjab ( 3 ),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,,Ajauli,Anandpur Sahib [332],Rupnagar,Punjab,57.7,C,Aspirant,66.66,B,Performer,68.83,B,Performer,74.8,B,Performer,73.81,B,Performer,60.12,B,Performer,43.15,C,Aspirant,75.34,A,Front Runner,39.05,D,Beginner,36.68,D,Beginner,Ajouli,Ajauli,Anandpur Sahib,Rupnagar,Punjab,1025.0,128.0,0.0,897.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,540.0,540.0,,,,,,,,,,,,
38417,BADHAL,19322,BADDAL CHHOTTA,ANANDPUR SAHIB ( 332 ),RUPNAGAR ( 42 ),Punjab ( 3 ),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,,Baddal Chhotta,Anandpur Sahib [332],Rupnagar,Punjab,55.67,C,Aspirant,69.93,B,Performer,67.38,B,Performer,54.0,C,Aspirant,68.31,B,Performer,49.24,C,Aspirant,31.33,D,Beginner,73.96,B,Performer,36.09,D,Beginner,71.8,B,Performer,,,,,,,,,,,,,,,,,,,,,,,,,,,
38417,BADDAL,19323,BADDAL UPPERLA,ANANDPUR SAHIB ( 332 ),RUPNAGAR ( 42 ),Punjab ( 3 ),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,This village is NOT declared as ODF-Plus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38552,BAINSPUR,19299,BAINSPUR,ANANDPUR SAHIB ( 332 ),RUPNAGAR ( 42 ),Punjab ( 3 ),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bainspur,Bainspur,Anandpur Sahib,Rupnagar,Punjab,215.0,27.0,0.0,188.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,43.0,43.0,,,,,,,,,,,,
38410,BALAULI,19300,BALOLI,ANANDPUR SAHIB ( 332 ),RUPNAGAR ( 42 ),Punjab ( 3 ),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Baloli,Baloli,Anandpur Sahib,Rupnagar,Punjab,1178.0,88.0,0.0,1090.0,3.0,Yes,Har ghar jal certified,Certificate by public health engineering department,230.0,230.0,PUNJAB,ROPAR,ANANDPUR SAHIB,BALOLI,203.0,267.0,17.0,22.0,0.0,0.0,149.0,118.0
