VILLAGE_NAME,PANCHAYAT_NAME,BLOCK_NAME,DISTRICT_NAME,STATE_NAME,TOTAL_POPULATION,SC_POPULATION,ST_POPULATION,GEN_POPULATION,NO._OF_HABITATIONS,IS_PWS_AVAILABLE,JJM_STATUS,HAR_GHAR_JAL_CERTIFICATE,TOTAL_HOUSEHOLDS,TOTAL_TAP_CONNECTIONS
Shadipur,Shadipur,Khamano,Fatehgarh Sahib,Punjab,396.0,60.0,0.0,336.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,65.0,65.0
Shamashpur,Shamshpur,Khamano,Fatehgarh Sahib,Punjab,1353.0,399.0,0.0,954.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,246.0,246.0
Sidhupurkalan,Sidhupur Kalan,Khamano,Fatehgarh Sahib,Punjab,1182.0,555.0,0.0,627.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,215.0,215.0
Sidhupurkhurd,Sidhupur Khurd,Khamano,Fatehgarh Sahib,Punjab,407.0,203.0,0.0,204.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,74.0,74.0
Sohavi,Sohavi,Khamano,Fatehgarh Sahib,Punjab,1155.0,575.0,0.0,580.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,210.0,210.0
Thikriwal,Thikriwal,Khamano,Fatehgarh Sahib,Punjab,841.0,356.0,0.0,485.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,153.0,153.0
Toderpur,Toderpur,Khamano,Fatehgarh Sahib,Punjab,489.0,119.0,0.0,370.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,96.0,96.0
Anaitpur,Anaitpura,Khera,Fatehgarh Sahib,Punjab,732.0,464.0,0.0,268.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,133.0,133.0
Badali Ala Singh,Badali Ala Singh,Khera,Fatehgarh Sahib,Punjab,2047.0,663.0,0.0,1384.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,359.0,359.0
Badali Mai Ki,Badali Mai Ki,Khera,Fatehgarh Sahib,Punjab,836.0,220.0,0.0,616.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,152.0,152.0
Balara,Balahra,Khera,Fatehgarh Sahib,Punjab,908.0,304.0,0.0,604.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,197.0,197.0
Balari Kalan,Balahri Kalan,Khera,Fatehgarh Sahib,Punjab,1660.0,598.0,0.0,1062.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,330.0,330.0
Bambay Majra,Balahri Kalan,Khera,Fatehgarh Sahib,Punjab,192.0,175.0,0.0,17.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,35.0,35.0
Balari Khurd,Balahri Khurd,Khera,Fatehgarh Sahib,Punjab,648.0,334.0,0.0,314.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,122.0,122.0
Bassian,Bassian,Khera,Fatehgarh Sahib,Punjab,1067.0,248.0,0.0,819.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,194.0,194.0
Bhaganpur,Bhaganpur,Khera,Fatehgarh Sahib,Punjab,534.0,256.0,0.0,278.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,130.0,130.0
Bhagatpur,Bhagatpura,Khera,Fatehgarh Sahib,Punjab,620.0,108.0,0.0,512.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,104.0,104.0
Bhagrana,Bhagrana,Khera,Fatehgarh Sahib,Punjab,2805.0,1085.0,0.0,1720.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,550.0,550.0
Bhainikalan,Bhaini Kalan,Khera,Fatehgarh Sahib,Punjab,683.0,243.0,0.0,440.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,135.0,135.0
Bhainikhurd,Bhaini Khurd,Khera,Fatehgarh Sahib,Punjab,215.0,34.0,0.0,181.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,74.0,74.0
Bharionpur,Bhaironpur,Khera,Fatehgarh Sahib,Punjab,605.0,235.0,0.0,370.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,110.0,110.0
Bhuakheri,Bhua Kheri,Khera,Fatehgarh Sahib,Punjab,487.0,12.0,0.0,475.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,85.0,85.0
Bibipur,Bibipur,Khera,Fatehgarh Sahib,Punjab,805.0,409.0,0.0,396.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,160.0,160.0
Biromajri,Biro Majri,Khera,Fatehgarh Sahib,Punjab,266.0,31.0,0.0,235.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,67.0,67.0
Boran,Boran,Khera,Fatehgarh Sahib,Punjab,649.0,135.0,0.0,514.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,118.0,118.0
Brass,Brass,Khera,Fatehgarh Sahib,Punjab,2377.0,360.0,0.0,2017.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,433.0,433.0
Choltikheri,Cholti Kheri,Khera,Fatehgarh Sahib,Punjab,446.0,60.0,0.0,386.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,78.0,78.0
Chunnikalan,Chunni Kalan,Khera,Fatehgarh Sahib,Punjab,3152.0,932.0,0.0,2220.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,573.0,573.0
Chunnikhurd,Chunni Khurd,Khera,Fatehgarh Sahib,Punjab,2098.0,741.0,0.0,1357.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,429.0,429.0
RAJINDERGARH,Chunni Majra,Khera,Fatehgarh Sahib,Punjab,1821.0,485.0,0.0,1336.0,2.0,Yes,Har ghar jal certified,Certificate by public health engineering department,331.0,331.0
Dhabali,Dabhali,Khera,Fatehgarh Sahib,Punjab,911.0,240.0,0.0,671.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,169.0,169.0
Dadumajra,Dadu Majra,Khera,Fatehgarh Sahib,Punjab,1650.0,434.0,0.0,1216.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,300.0,300.0
Dufera,Dafera,Khera,Fatehgarh Sahib,Punjab,1045.0,534.0,0.0,511.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,190.0,190.0
Dangerian,Dangerian,Khera,Fatehgarh Sahib,Punjab,1185.0,436.0,0.0,749.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,200.0,200.0
Daulatpur,Daulatpur,Khera,Fatehgarh Sahib,Punjab,193.0,63.0,0.0,130.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,35.0,35.0
Dhirpur,Dhirpur,Khera,Fatehgarh Sahib,Punjab,780.0,305.0,0.0,475.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,155.0,155.0
Dhollan,Dholan,Khera,Fatehgarh Sahib,Punjab,396.0,119.0,0.0,277.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,72.0,72.0
Gadhera,Gadhera,Khera,Fatehgarh Sahib,Punjab,946.0,424.0,0.0,522.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,172.0,172.0
Garohlian,Garolian,Khera,Fatehgarh Sahib,Punjab,944.0,406.0,0.0,538.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,185.0,185.0
Ghel,Ghale,Khera,Fatehgarh Sahib,Punjab,1375.0,317.0,0.0,1058.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,231.0,231.0
Hansali,Hansali,Khera,Fatehgarh Sahib,Punjab,842.0,202.0,0.0,640.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,168.0,168.0
Haripur,Haripur,Khera,Fatehgarh Sahib,Punjab,260.0,50.0,0.0,210.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,46.0,46.0
Harna,Harna,Khera,Fatehgarh Sahib,Punjab,655.0,136.0,0.0,519.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,138.0,138.0
Hindupur,Hindupur,Khera,Fatehgarh Sahib,Punjab,922.0,140.0,0.0,782.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,184.0,184.0
Isarhail,Isherhale,Khera,Fatehgarh Sahib,Punjab,1053.0,437.0,0.0,616.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,178.0,178.0
Jamitgarh,Jamitgarh,Khera,Fatehgarh Sahib,Punjab,788.0,410.0,0.0,378.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,138.0,138.0
Jhampur,Jhampur,Khera,Fatehgarh Sahib,Punjab,1463.0,642.0,0.0,821.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,240.0,240.0
Kalemajra,Kale Majra,Khera,Fatehgarh Sahib,Punjab,413.0,142.0,0.0,271.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,75.0,75.0
Kasumbri,Kasumbri,Khera,Fatehgarh Sahib,Punjab,1106.0,402.0,0.0,704.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,212.0,212.0
KHANPUR BAHLAN,Khanpur,Khera,Fatehgarh Sahib,Punjab,1089.0,329.0,0.0,760.0,2.0,Yes,Har ghar jal certified,Certificate by public health engineering department,198.0,198.0
KHANPUR BAHLAN,Khanpur Behlan,Khera,Fatehgarh Sahib,Punjab,1089.0,329.0,0.0,760.0,2.0,Yes,Har ghar jal certified,Certificate by public health engineering department,198.0,198.0
Khera,Khera,Khera,Fatehgarh Sahib,Punjab,1012.0,302.0,0.0,710.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,184.0,184.0
Kheri Bhai Ki,Kheri Bhai Ki,Khera,Fatehgarh Sahib,Punjab,737.0,335.0,0.0,402.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,134.0,134.0
Kotla Bajwara,Kotla Bajwara,Khera,Fatehgarh Sahib,Punjab,1464.0,849.0,0.0,615.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,225.0,225.0
Kotla Bhai Ka,Kotla Bhai Ka,Khera,Fatehgarh Sahib,Punjab,473.0,138.0,0.0,335.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,89.0,89.0
Kotla Fazal,Kotla Fazal,Khera,Fatehgarh Sahib,Punjab,1164.0,423.0,0.0,741.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,244.0,244.0
Loha Kheri,Loha Kheri,Khera,Fatehgarh Sahib,Punjab,554.0,142.0,0.0,412.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,103.0,103.0
Madofal,Mandofal,Khera,Fatehgarh Sahib,Punjab,1545.0,509.0,0.0,1036.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,281.0,281.0
Manhera Jattan,Manhera Jatan,Khera,Fatehgarh Sahib,Punjab,767.0,540.0,0.0,227.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,150.0,150.0
Mannupur,Manupur,Khera,Fatehgarh Sahib,Punjab,1132.0,402.0,0.0,730.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,188.0,188.0
Mathi,Mathi,Khera,Fatehgarh Sahib,Punjab,1073.0,273.0,0.0,800.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,195.0,195.0
Mehdudan,Mehdudan,Khera,Fatehgarh Sahib,Punjab,341.0,164.0,0.0,177.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,62.0,62.0
Mehmoodpur,Mehmadpur,Khera,Fatehgarh Sahib,Punjab,2118.0,649.0,0.0,1469.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,385.0,385.0
Mehtabgarh,Mehtabgarh,Khera,Fatehgarh Sahib,Punjab,491.0,135.0,0.0,356.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,90.0,90.0
Makaronpur,Mukaronpur,Khera,Fatehgarh Sahib,Punjab,726.0,265.0,0.0,461.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,132.0,132.0
Nadiali,Nandiali,Khera,Fatehgarh Sahib,Punjab,528.0,14.0,0.0,514.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,105.0,105.0
Naraina,Naraina,Khera,Fatehgarh Sahib,Punjab,566.0,175.0,0.0,391.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,103.0,103.0
Naraingarh,Naraingarh,Khera,Fatehgarh Sahib,Punjab,215.0,9.0,0.0,206.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,39.0,39.0
Naimu Majra,Niamun Majra,Khera,Fatehgarh Sahib,Punjab,329.0,143.0,0.0,186.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,56.0,56.0
Pamour,Pamour,Khera,Fatehgarh Sahib,Punjab,1348.0,138.0,0.0,1210.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,245.0,245.0
Patarsikalan,Patarsi Kalan,Khera,Fatehgarh Sahib,Punjab,468.0,178.0,0.0,290.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,85.0,85.0
Patarsikhurd,Patarsi Khurd,Khera,Fatehgarh Sahib,Punjab,280.0,195.0,0.0,85.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,47.0,47.0
Patton,Patton,Khera,Fatehgarh Sahib,Punjab,847.0,381.0,0.0,466.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,154.0,154.0
Pawala,Pawala,Khera,Fatehgarh Sahib,Punjab,2233.0,1099.0,0.0,1134.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,406.0,406.0
Pirjain,Pirjain,Khera,Fatehgarh Sahib,Punjab,844.0,462.0,0.0,382.0,2.0,Yes,Har ghar jal certified,Certificate by public health engineering department,165.0,165.0
RAJINDERGARH,Rajindergarh,Khera,Fatehgarh Sahib,Punjab,1821.0,485.0,0.0,1336.0,2.0,Yes,Har ghar jal certified,Certificate by public health engineering department,331.0,331.0
Ramgarh,Ramgarh Sanian,Khera,Fatehgarh Sahib,Punjab,652.0,65.0,0.0,587.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,141.0,141.0
Rampur,Rampur,Khera,Fatehgarh Sahib,Punjab,1106.0,463.0,0.0,643.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,238.0,238.0
Randhawa,Randhawa,Khera,Fatehgarh Sahib,Punjab,857.0,425.0,0.0,432.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,176.0,176.0
Rasidpura,Rasidpur,Khera,Fatehgarh Sahib,Punjab,479.0,102.0,0.0,377.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,87.0,87.0
Rasulpur,Rasulpur,Khera,Fatehgarh Sahib,Punjab,1441.0,614.0,0.0,827.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,261.0,261.0
Rampur Naubad,Sadhugarh,Khera,Fatehgarh Sahib,Punjab,139.0,8.0,0.0,131.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,27.0,27.0
Sadhugarh,Sadhugarh,Khera,Fatehgarh Sahib,Punjab,165.0,5.0,0.0,160.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,27.0,27.0
SADO MAJRA,Sado Majra,Khera,Fatehgarh Sahib,Punjab,1852.0,60.0,0.0,1792.0,2.0,Yes,Har ghar jal certified,Certificate by public health engineering department,199.0,199.0
SADO MAJRA,Sado Majra (Nai Abadi),Khera,Fatehgarh Sahib,Punjab,1852.0,60.0,0.0,1792.0,2.0,Yes,Har ghar jal certified,Certificate by public health engineering department,199.0,199.0
Salempur,Salempur,Khera,Fatehgarh Sahib,Punjab,688.0,144.0,0.0,544.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,125.0,125.0
Sempla,Sampla,Khera,Fatehgarh Sahib,Punjab,917.0,387.0,0.0,530.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,170.0,170.0
Sempli,Sampli,Khera,Fatehgarh Sahib,Punjab,1672.0,627.0,0.0,1045.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,304.0,304.0
Shamsher Nagar,Shamsher Nagar,Khera,Fatehgarh Sahib,Punjab,462.0,127.0,0.0,335.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,75.0,75.0
Sindhran,Sindran,Khera,Fatehgarh Sahib,Punjab,490.0,73.0,0.0,417.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,66.0,66.0
Sirkapra,Sir Kapra,Khera,Fatehgarh Sahib,Punjab,660.0,426.0,0.0,234.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,120.0,120.0
Tajpur,Tajpur,Khera,Fatehgarh Sahib,Punjab,413.0,233.0,0.0,180.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,75.0,75.0
Timberpur,Timberpur,Khera,Fatehgarh Sahib,Punjab,908.0,320.0,0.0,588.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,165.0,165.0
Adampur,Adampur,Sirhind,Fatehgarh Sahib,Punjab,1124.0,509.0,0.0,615.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,209.0,209.0
Alipur Sodian,Alipur Sondhian,Sirhind,Fatehgarh Sahib,Punjab,546.0,369.0,0.0,177.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,65.0,65.0
HALLOTALI,Amargarh,Sirhind,Fatehgarh Sahib,Punjab,1089.0,268.0,0.0,821.0,3.0,Yes,Har ghar jal certified,Certificate by public health engineering department,201.0,201.0
Arain Majra,Arai Majra,Sirhind,Fatehgarh Sahib,Punjab,517.0,252.0,0.0,265.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,94.0,94.0
Attapur,Attapur,Sirhind,Fatehgarh Sahib,Punjab,981.0,502.0,0.0,479.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,196.0,196.0
Badoshi Kalan,Badouchi Kalan,Sirhind,Fatehgarh Sahib,Punjab,2906.0,871.0,0.0,2035.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,581.0,581.0
Badoshi Khurd,Badouchi Khurd,Sirhind,Fatehgarh Sahib,Punjab,540.0,239.0,0.0,301.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,104.0,104.0
Bagrian,Bagrian,Sirhind,Fatehgarh Sahib,Punjab,809.0,380.0,0.0,429.0,2.0,Yes,Har ghar jal certified,Certificate by public health engineering department,160.0,160.0
Balpur,Balpur,Sirhind,Fatehgarh Sahib,Punjab,1256.0,533.0,0.0,723.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,251.0,251.0
Barkatpur,Barkatpur,Sirhind,Fatehgarh Sahib,Punjab,731.0,105.0,0.0,626.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,159.0,159.0
Basantpura,Basantpur,Sirhind,Fatehgarh Sahib,Punjab,231.0,43.0,0.0,188.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,54.0,54.0
Behlolpur,Behlolpur,Sirhind,Fatehgarh Sahib,Punjab,889.0,259.0,0.0,630.0,2.0,Yes,Har ghar jal certified,Certificate by public health engineering department,174.0,174.0
Bhal Majra,Bhal Majra,Sirhind,Fatehgarh Sahib,Punjab,951.0,308.0,0.0,643.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,190.0,190.0
Bhamarsi Bulland,Bhamarsi Buland,Sirhind,Fatehgarh Sahib,Punjab,1470.0,647.0,0.0,823.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,283.0,283.0
Bhamarsi Jer,Bhamarsi Jer,Sirhind,Fatehgarh Sahib,Punjab,1967.0,677.0,0.0,1290.0,2.0,Yes,Har ghar jal certified,Certificate by public health engineering department,390.0,390.0
Bhatmajra,Bhatt Majra,Sirhind,Fatehgarh Sahib,Punjab,766.0,332.0,0.0,434.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,126.0,126.0
Bibipur,Bibipur,Sirhind,Fatehgarh Sahib,Punjab,680.0,230.0,0.0,450.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,136.0,136.0
Bir Bhamarsi,Bir Bhamarsi,Sirhind,Fatehgarh Sahib,Punjab,831.0,103.0,0.0,728.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,130.0,130.0
Buchre,Buchrey,Sirhind,Fatehgarh Sahib,Punjab,909.0,442.0,0.0,467.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,186.0,186.0
Bulebas Mukandpur,Bullewas Mukandpura,Sirhind,Fatehgarh Sahib,Punjab,262.0,53.0,0.0,209.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,42.0,42.0
Chanalon,Chanalon,Sirhind,Fatehgarh Sahib,Punjab,474.0,119.0,0.0,355.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,100.0,100.0
Chanarthal Kalan,Chanarthal Kalan,Sirhind,Fatehgarh Sahib,Punjab,3888.0,1147.0,0.0,2741.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,778.0,778.0
Chanarthal Khurd,Chanarthal Khurd,Sirhind,Fatehgarh Sahib,Punjab,1730.0,568.0,0.0,1162.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,341.0,341.0
Chanarthal Naubad,Chanarthal Khurd,Sirhind,Fatehgarh Sahib,Punjab,48.0,0.0,0.0,48.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,11.0,11.0
